"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"4175","Female",0,"Yes","No",62,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",101.35,6164.7,119,"No","60-72","$96-$120"
"4176","Female",1,"No","No",29,"Yes","Yes","FO","No","No","No","Yes","Yes","Yes","M-T-M","No","EC",98.65,2862.75,-1.9,"Yes","24-36","$96-$120"
"4177","Male",0,"No","Yes",1,"No","Nps","DSL","No","Yes","No","Yes","No","No","M-T-M","No","MC",33.6,33.6,0,"No","0-12","$24-$48"
"4178","Male",1,"Yes","No",5,"Yes","Yes","FO","No","No","Yes","No","No","No","M-T-M","Yes","BT",79.9,343.95,55.55,"Yes","0-12","$72-$96"
"4179","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","EC",20.7,20.7,0,"No","0-12","$0-$24"
"4180","Male",0,"No","Yes",62,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","2yr","Yes","EC",104.05,6590.5,-139.4,"No","60-72","$96-$120"
"4181","Female",0,"Yes","Yes",36,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",20.25,717.95,11.05,"No","24-36","$0-$24"
"4182","Female",1,"No","No",28,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",103.3,2890.65,1.75,"Yes","24-36","$96-$120"
"4183","Female",0,"Yes","Yes",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","1yr","No","CC",73.7,4885.85,199.45,"No","60-72","$72-$96"
"4184","Female",0,"Yes","No",11,"Yes","Yes","FO","Yes","No","No","Yes","Yes","No","M-T-M","Yes","CC",96.2,1222.05,-163.85,"Yes","0-12","$96-$120"
"4185","Female",0,"Yes","No",63,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",108.75,6871.7,-20.45,"No","60-72","$96-$120"
"4186","Male",0,"No","No",23,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",20.15,405.6,57.85,"No","12-24","$0-$24"
"4187","Male",0,"No","No",10,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",19.75,208.25,-10.75,"No","0-12","$0-$24"
"4188","Female",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",25.95,1801.9,40.55,"No","60-72","$24-$48"
"4189","Female",1,"No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","M-T-M","Yes","EC",70.05,3062.45,89.8,"No","36-48","$48-$72"
"4190","Female",0,"Yes","Yes",70,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",24.05,1764.75,-81.25,"No","60-72","$24-$48"
"4191","Female",0,"No","Yes",22,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","Yes","EC",84.75,1816.75,47.75,"No","12-24","$72-$96"
"4192","Female",0,"Yes","Yes",52,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",23.05,1255.1,-56.5,"No","48-60","$0-$24"
"4193","Male",0,"Yes","No",55,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","1yr","Yes","EC",104.15,5743.05,-14.8,"Yes","48-60","$96-$120"
"4194","Female",0,"No","No",65,"No","Nps","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","No","CC",59.95,3921.1,-24.35,"No","60-72","$48-$72"
"4195","Female",0,"Yes","Yes",72,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",19.55,1463.45,-55.85,"No","60-72","$0-$24"
"4196","Male",0,"Yes","No",10,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",19.6,189.45,6.55,"No","0-12","$0-$24"
"4197","Female",0,"No","Yes",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",20.05,96.8,43.55,"No","0-12","$0-$24"
"4198","Male",1,"No","No",5,"Yes","No","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",85.55,408.5,19.25,"No","0-12","$72-$96"
"4199","Female",0,"Yes","Yes",24,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","2yr","No","CC",78.6,1846.65,39.75,"No","12-24","$72-$96"
"4200","Female",0,"Yes","Yes",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",116.8,8456.75,-47.15,"No","60-72","$96-$120"
"4201","Male",0,"No","No",21,"No","Nps","DSL","Yes","No","No","Yes","Yes","No","M-T-M","Yes","MC",43.55,1011.5,-96.95,"No","12-24","$24-$48"
"4202","Male",0,"Yes","No",69,"No","Nps","DSL","No","Yes","Yes","Yes","Yes","Yes","1yr","Yes","CC",60.8,4263.4,-68.2,"No","60-72","$48-$72"
"4203","Male",0,"Yes","Yes",44,"Yes","No","DSL","No","Yes","No","Yes","No","No","M-T-M","Yes","BT",54.9,2549.1,-133.5,"No","36-48","$48-$72"
"4204","Female",1,"Yes","Yes",61,"Yes","Yes","DSL","No","No","Yes","No","Yes","No","1yr","Yes","EC",65.2,3965.05,12.15,"No","60-72","$48-$72"
"4205","Male",1,"No","No",24,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","CC",102.95,2496.7,-25.9,"Yes","12-24","$96-$120"
"4206","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","No","EC",90.6,90.6,0,"Yes","0-12","$72-$96"
"4207","Female",0,"No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","M-T-M","Yes","BT",50.8,288.05,16.75,"Yes","0-12","$48-$72"
"4208","Male",0,"No","No",4,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",90.05,368.1,-7.9,"Yes","0-12","$72-$96"
"4209","Male",0,"Yes","No",72,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",108.2,7840.6,-50.2,"No","60-72","$96-$120"
"4210","Male",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",92,6632.75,-8.75,"No","60-72","$72-$96"
"4211","Male",1,"Yes","No",14,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",75.1,1013.35,38.05,"No","12-24","$72-$96"
"4212","Male",0,"No","No",7,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",25.05,152.95,22.4,"No","0-12","$24-$48"
"4213","Female",0,"No","No",48,"Yes","No","FO","No","Yes","No","No","No","No","1yr","No","EC",75.15,3772.65,-165.45,"No","36-48","$72-$96"
"4214","Male",0,"Yes","Yes",55,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.5,1026.35,46.15,"No","48-60","$0-$24"
"4215","Male",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",19.3,19.3,0,"No","0-12","$0-$24"
"4216","Male",0,"No","No",45,"Yes","No","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","CC",112.2,5031.85,17.15,"No","36-48","$96-$120"
"4217","Male",0,"No","No",3,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",70.3,220.4,-9.5,"No","0-12","$48-$72"
"4218","Female",0,"Yes","No",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.6,1416.5,-24.9,"No","60-72","$0-$24"
"4219","Male",0,"Yes","No",8,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.25,158.35,3.65,"No","0-12","$0-$24"
"4220","Female",0,"Yes","No",3,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",75.85,256.6,-29.05,"Yes","0-12","$72-$96"
"4221","Male",0,"Yes","Yes",69,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","2yr","No","BT",80.65,5542.55,22.3,"No","60-72","$72-$96"
"4222","Male",0,"Yes","Yes",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",68.5,68.5,0,"Yes","0-12","$48-$72"
"4223","Female",1,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",115.75,8443.7,-109.7,"No","60-72","$96-$120"
"4224","Male",0,"No","No",11,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","Yes","EC",73.5,791.75,16.75,"Yes","0-12","$72-$96"
"4225","Male",0,"No","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","2yr","No","BT",80.6,5708.2,14.4,"No","60-72","$72-$96"
"4226","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",69.95,69.95,0,"Yes","0-12","$48-$72"
"4227","Female",0,"Yes","No",33,"No","Nps","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","No","BT",59.55,2016.3,-51.15,"No","24-36","$48-$72"
"4228","Female",0,"No","No",16,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.05,326.65,-21.85,"No","12-24","$0-$24"
"4229","Female",1,"Yes","No",56,"Yes","Yes","FO","Yes","Yes","Yes","Yes","No","No","1yr","No","EC",95.65,5471.75,-115.35,"No","48-60","$72-$96"
"4230","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",19.95,19.95,0,"No","0-12","$0-$24"
"4231","Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",70.05,346.4,3.85,"Yes","0-12","$48-$72"
"4232","Male",0,"Yes","Yes",57,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.4,1061.6,44.2,"No","48-60","$0-$24"
"4233","Male",0,"Yes","Yes",56,"No","Nps","DSL","No","Yes","Yes","No","No","No","1yr","Yes","CC",36.1,1971.5,50.1,"No","48-60","$24-$48"
"4234","Male",0,"No","No",8,"Yes","Yes","FO","No","Yes","Yes","No","Yes","No","M-T-M","Yes","EC",94,773.65,-21.65,"Yes","0-12","$72-$96"
"4235","Female",0,"Yes","Yes",22,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","M-T-M","No","MC",61.15,1422.05,-76.75,"Yes","12-24","$48-$72"
"4236","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.75,19.75,0,"No","0-12","$0-$24"
"4237","Female",0,"No","Yes",40,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","M-T-M","Yes","CC",64.1,2460.35,103.65,"No","36-48","$48-$72"
"4238","Male",0,"Yes","Yes",46,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.75,856.5,52,"No","36-48","$0-$24"
"4239","Male",0,"Yes","Yes",63,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.7,1275.85,-34.75,"No","60-72","$0-$24"
"4240","Male",0,"Yes","Yes",68,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","Yes","2yr","Yes","EC",110.2,7467.5,26.1,"No","60-72","$96-$120"
"4241","Male",0,"Yes","Yes",69,"Yes","No","FO","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","CC",106.35,7261.75,76.4,"No","60-72","$96-$120"
"4242","Female",0,"Yes","No",56,"Yes","Yes","FO","No","Yes","Yes","Yes","No","No","M-T-M","No","EC",90.55,5116.6,-45.8,"No","48-60","$72-$96"
"4243","Female",0,"Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","1yr","Yes","MC",65.9,660.05,-1.05,"No","0-12","$48-$72"
"4244","Male",0,"No","No",63,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","No","1yr","No","CC",104.5,6590.8,-7.3,"No","60-72","$96-$120"
"4245","Female",0,"Yes","Yes",24,"No","Nps","DSL","Yes","Yes","Yes","Yes","No","Yes","2yr","Yes","MC",52.5,1208.15,51.85,"No","12-24","$48-$72"
"4246","Female",0,"No","No",19,"Yes","Yes","DSL","No","No","Yes","No","No","No","M-T-M","Yes","MC",56.1,1033.9,32,"No","12-24","$48-$72"
"4247","Male",0,"Yes","Yes",22,"Yes","Yes","FO","No","No","Yes","No","Yes","No","M-T-M","Yes","EC",88.75,1885.15,67.35,"No","12-24","$72-$96"
"4248","Male",0,"Yes","No",29,"Yes","Yes","FO","Yes","Yes","No","No","No","No","M-T-M","Yes","EC",84.45,2467.1,-18.05,"Yes","24-36","$72-$96"
"4249","Male",0,"Yes","No",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","1yr","Yes","MC",75.3,989.45,-10.55,"Yes","12-24","$72-$96"
"4250","Female",0,"Yes","No",70,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",26,2006.95,-186.95,"No","60-72","$24-$48"
"4251","Female",0,"Yes","No",49,"Yes","No","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","No","EC",99.4,5025,-154.4,"No","48-60","$96-$120"
"4252","Female",1,"Yes","No",43,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","MC",109.55,4830.25,-119.6,"Yes","36-48","$96-$120"
"4253","Female",0,"No","No",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.6,59.75,-0.95,"Yes","0-12","$0-$24"
"4254","Male",0,"Yes","Yes",42,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","1yr","No","EC",73.15,3088.25,-15.95,"No","36-48","$72-$96"
"4255","Male",0,"No","No",57,"Yes","No","DSL","No","Yes","No","Yes","No","No","1yr","Yes","MC",54.65,3134.7,-19.65,"No","48-60","$48-$72"
"4256","Male",1,"No","No",2,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","M-T-M","No","BT",66.4,94.55,38.25,"Yes","0-12","$48-$72"
"4257","Female",0,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",115.55,8312.4,7.2,"No","60-72","$96-$120"
"4258","Female",1,"No","No",46,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",104.45,4863.85,-59.15,"No","36-48","$96-$120"
"4259","Male",1,"Yes","No",66,"Yes","Yes","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","CC",100.05,6871.9,-268.6,"Yes","60-72","$96-$120"
"4260","Male",0,"No","No",62,"Yes","Yes","FO","Yes","Yes","No","Yes","No","Yes","1yr","No","EC",102,6529.25,-205.25,"Yes","60-72","$96-$120"
"4261","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",91.15,6637.9,-75.1,"No","60-72","$72-$96"
"4262","Male",0,"Yes","Yes",35,"Yes","No","FO","No","Yes","No","Yes","Yes","No","1yr","Yes","EC",89.7,3165.6,-26.1,"No","24-36","$72-$96"
"4263","Male",0,"Yes","No",17,"Yes","Yes","FO","Yes","Yes","Yes","No","No","No","M-T-M","No","CC",90.2,1454.15,79.25,"Yes","12-24","$72-$96"
"4264","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",92.4,6786.1,-133.3,"No","60-72","$72-$96"
"4265","Female",0,"Yes","Yes",28,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.9,543,14.2,"No","24-36","$0-$24"
"4266","Male",0,"Yes","No",56,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",25.15,1327.15,81.25,"Yes","48-60","$24-$48"
"4267","Female",0,"No","No",31,"Yes","Yes","FO","No","No","No","Yes","No","No","M-T-M","Yes","CC",79.85,2404.15,71.2,"Yes","24-36","$72-$96"
"4268","Male",0,"No","No",45,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",18.85,867.3,-19.05,"No","36-48","$0-$24"
"4269","Female",0,"No","No",1,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",25.75,25.75,0,"No","0-12","$24-$48"
"4270","Female",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","M-T-M","Yes","MC",49.6,114.7,-15.5,"Yes","0-12","$48-$72"
"4271","Female",0,"No","No",6,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",20.95,109.5,16.2,"No","0-12","$0-$24"
"4272","Female",0,"Yes","No",48,"Yes","No","FO","No","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",97.05,4692.95,-34.55,"No","36-48","$96-$120"
"4273","Male",0,"Yes","Yes",25,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",25.4,546.85,88.15,"No","24-36","$24-$48"
"4274","Male",0,"Yes","Yes",64,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",19.7,1274.05,-13.25,"No","60-72","$0-$24"
"4275","Male",0,"No","No",50,"No","Nps","DSL","Yes","Yes","No","No","No","No","M-T-M","Yes","MC",35,1782.4,-32.4,"No","48-60","$24-$48"
"4276","Female",0,"Yes","Yes",52,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","1yr","No","BT",101.25,5301.1,-36.1,"No","48-60","$96-$120"
"4277","Male",1,"Yes","No",4,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.2,280.35,0.45,"No","0-12","$48-$72"
"4278","Female",1,"No","No",32,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","No","EC",90.95,2897.95,12.45,"No","24-36","$72-$96"
"4279","Male",0,"Yes","Yes",45,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","2yr","No","CC",73.85,3371,-47.75,"No","36-48","$72-$96"
"4280","Male",0,"Yes","No",9,"Yes","Yes","FO","Yes","No","No","No","No","Yes","M-T-M","Yes","EC",88.05,801.3,-8.85,"No","0-12","$72-$96"
"4281","Female",1,"Yes","No",66,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","1yr","Yes","CC",105.95,6975.25,17.45,"Yes","60-72","$96-$120"
"4282","Male",0,"No","Yes",3,"Yes","Yes","FO","No","No","Yes","No","No","Yes","M-T-M","No","EC",91.85,257.05,18.5,"Yes","0-12","$72-$96"
"4283","Female",0,"No","No",54,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.1,1079.45,5.95,"No","48-60","$0-$24"
"4284","Female",0,"Yes","Yes",1,"No","Nps","DSL","No","No","No","Yes","Yes","No","M-T-M","No","EC",40.1,40.1,0,"Yes","0-12","$24-$48"
"4285","Female",0,"Yes","Yes",64,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","2yr","No","BT",110.3,6997.3,61.9,"No","60-72","$96-$120"
"4286","Female",1,"No","No",31,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",73.9,2217.15,73.75,"Yes","24-36","$72-$96"
"4287","Female",0,"No","No",14,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","MC",89.8,1129.1,128.1,"Yes","12-24","$72-$96"
"4288","Female",0,"No","No",12,"Yes","No","FO","Yes","No","No","No","Yes","No","1yr","Yes","CC",85.15,979.05,42.75,"No","0-12","$72-$96"
"4289","Male",1,"Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","1yr","Yes","BT",60.95,4119.4,-35.75,"No","60-72","$48-$72"
"4290","Female",0,"Yes","Yes",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","M-T-M","No","EC",72.25,2568.55,-39.8,"Yes","24-36","$72-$96"
"4291","Female",0,"No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","2yr","No","MC",73.55,3349.1,-39.35,"No","36-48","$72-$96"
"4292","Male",0,"No","No",10,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",46,492.1,-32.1,"No","0-12","$24-$48"
"4293","Female",1,"No","No",29,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","M-T-M","Yes","BT",58.55,1718.95,-21,"No","24-36","$48-$72"
"4294","Female",0,"No","No",24,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",24.6,605.25,-14.85,"No","12-24","$24-$48"
"4295","Male",0,"Yes","Yes",66,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",19.75,1344.5,-41,"No","60-72","$0-$24"
"4296","Male",0,"No","No",51,"Yes","No","FO","Yes","No","No","No","Yes","No","1yr","No","MC",86.35,4267.15,136.7,"No","48-60","$72-$96"
"4297","Female",0,"Yes","No",45,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",25.5,1121.05,26.45,"No","36-48","$24-$48"
"4298","Female",0,"Yes","No",49,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",19,918.7,12.3,"No","48-60","$0-$24"
"4299","Female",0,"Yes","No",29,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",19.55,521.8,45.15,"No","24-36","$0-$24"
"4300","Male",0,"Yes","Yes",40,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","M-T-M","Yes","CC",110.1,4469.1,-65.1,"No","36-48","$96-$120"
"4301","Female",1,"No","No",37,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",96.55,3580.3,-7.95,"Yes","36-48","$96-$120"
"4302","Male",0,"No","No",25,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","EC",69.75,1729.35,14.4,"No","24-36","$48-$72"
"4303","Female",0,"No","No",22,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",50.6,1073.3,39.9,"No","12-24","$48-$72"
"4304","Male",0,"No","No",72,"No","Nps","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",65.6,4566.5,156.7,"No","60-72","$48-$72"
"4305","Female",0,"No","No",7,"No","Nps","DSL","No","Yes","No","No","No","Yes","M-T-M","Yes","CC",40.1,293.3,-12.6,"Yes","0-12","$24-$48"
"4306","Male",0,"Yes","Yes",33,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",82.1,2603.1,106.2,"No","24-36","$72-$96"
"4307","Female",0,"No","No",23,"Yes","No","FO","No","Yes","No","Yes","No","No","M-T-M","Yes","MC",79.1,1783.75,35.55,"No","12-24","$72-$96"
"4308","Male",1,"No","No",24,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","EC",101.25,2440.15,-10.15,"Yes","12-24","$96-$120"
"4309","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","No","EC",79.55,79.55,0,"Yes","0-12","$72-$96"
"4310","Male",0,"No","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","MC",90.65,6322.1,-67.25,"No","60-72","$72-$96"
"4311","Female",0,"No","Yes",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","CC",20.55,57.4,4.25,"No","0-12","$0-$24"
"4312","Male",0,"No","No",56,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","1yr","Yes","BT",75.75,4284.65,-42.65,"No","48-60","$72-$96"
"4313","Male",0,"No","No",65,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","CC",110,7138.65,11.35,"No","60-72","$96-$120"
"4314","Male",0,"Yes","No",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","EC",20.85,1539.75,-59.4,"No","60-72","$0-$24"
"4315","Female",1,"No","No",14,"Yes","Yes","FO","No","No","Yes","No","No","No","M-T-M","Yes","BT",80.35,1058.1,66.8,"No","12-24","$72-$96"
"4316","Female",0,"No","No",2,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.15,123.8,16.5,"No","0-12","$48-$72"
"4317","Female",0,"No","No",32,"Yes","Yes","FO","No","No","No","No","Yes","No","1yr","No","EC",84.05,2781.85,-92.25,"Yes","24-36","$72-$96"
"4318","Male",0,"No","No",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","M-T-M","No","EC",67.45,2731,-33,"No","36-48","$48-$72"
"4319","Male",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",20.75,20.75,0,"No","0-12","$0-$24"
"4320","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",89.1,89.1,0,"Yes","0-12","$72-$96"
"4321","Female",0,"No","No",7,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",69.9,497.3,-8,"No","0-12","$48-$72"
"4322","Female",0,"Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",51.1,711.15,55.35,"No","12-24","$48-$72"
"4323","Female",0,"Yes","Yes",17,"Yes","Yes","FO","Yes","No","Yes","No","Yes","No","M-T-M","No","EC",94.4,1607.2,-2.4,"Yes","12-24","$72-$96"
"4324","Male",0,"No","No",19,"Yes","No","FO","No","Yes","Yes","No","No","No","M-T-M","Yes","EC",78.25,1490.95,-4.2,"Yes","12-24","$72-$96"
"4325","Male",0,"No","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",25.55,1898.1,-84.05,"No","60-72","$24-$48"
"4326","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","2yr","No","BT",60,3273.95,-33.95,"No","48-60","$48-$72"
"4327","Male",0,"Yes","No",31,"Yes","Yes","FO","Yes","Yes","No","Yes","No","No","M-T-M","Yes","CC",90.55,2929.75,-122.7,"No","24-36","$72-$96"
"4328","Female",0,"No","No",11,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","No","EC",76.4,838.7,1.7,"No","0-12","$72-$96"
"4329","Female",1,"No","No",18,"Yes","No","FO","No","No","Yes","No","No","Yes","M-T-M","Yes","EC",84.95,1443.65,85.45,"No","12-24","$72-$96"
"4330","Female",1,"No","No",72,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","BT",110.1,7746.7,180.5,"No","60-72","$96-$120"
"4331","Female",1,"No","No",71,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","CC",99.65,6951.15,124,"No","60-72","$96-$120"
"4332","Male",1,"No","No",5,"No","Nps","DSL","No","No","Yes","Yes","Yes","No","M-T-M","No","CC",45.4,214.75,12.25,"No","0-12","$24-$48"
"4333","Male",0,"Yes","No",38,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","1yr","No","CC",69,2669.45,-47.45,"No","36-48","$48-$72"
"4334","Male",0,"No","Yes",5,"Yes","No","DSL","No","No","No","Yes","No","No","M-T-M","Yes","BT",48.65,235.2,8.05,"No","0-12","$48-$72"
